Folder,Form,RecordPosition,AuditAction,error
W13D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W13D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W13D1 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W13D1 (1),,1.0,Record Inactivated.,None is not of type 'string'
W13D1 (1),,2.0,Record Inactivated.,None is not of type 'string'
W13D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W16D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W16D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W19D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W19D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W19D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W19D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W1D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W1D1 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D1 (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D1 (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D1 (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D1 (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W1D3 (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W22D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W22D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W25D1 (1),,1.0,Record Inactivated.,None is not of type 'string'
W25D1 (1),,2.0,Record Inactivated.,None is not of type 'string'
W25D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W25D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W25D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W31D1 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W31D1 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W31D1 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W31D1 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W31D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W31D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W31D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W31D1 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W34D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W4D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W4D1 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W7D1 (1),,1.0,Record Inactivated.,None is not of type 'string'
W7D1 (1),,2.0,Record Inactivated.,None is not of type 'string'
W7D1 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W7D1 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,1.0,Record Inactivated.,None is not of type 'string'
W7D3 (1),,2.0,Record Inactivated.,None is not of type 'string'
W7D3 (1),,3.0,Record Inactivated.,None is not of type 'string'
W7D3 (1),,4.0,Record Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W7D3 (1),,1.0,Record Inactivated.,None is not of type 'string'
W7D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W8D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W8D3 (1),,1.0,Record Inactivated.,None is not of type 'string'
W8D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W8D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0001,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0001,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0001,,3.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0002,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0002,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0002,,3.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0003,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0003,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3001012_0003,,3.0,Record Inactivated.,None is not of type 'string'
Disposition,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D3 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D4 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D4 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D4 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D5 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W1D5 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W2D3 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W2D3 (1),,1.0,Record Inactivated.,None is not of type 'string'
W2D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W2D3 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W2D3 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W2D7 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W5D7 (1),,nan,DataPage Inactivated.,None is not of type 'string'
W5D7 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W5D7 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W5D7 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W5D7 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
W7D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Adverse Event,,10.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event,,23.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,3.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,4.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,5.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,6.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,7.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,8.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,9.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,3.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,4.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,5.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0001,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0003,,10.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0003,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0004,,10.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0004,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,3.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,4.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,5.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,6.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,7.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,8.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,9.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,3.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,4.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,5.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,1.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0005,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0006,,2.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0007,,5.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0007,,6.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0007,,9.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0008,,5.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0008,,6.0,Record Inactivated.,None is not of type 'string'
Adverse Event/SAE/ADR - Study 1_3002001_0008,,9.0,Record Inactivated.,None is not of type 'string'
Disposition,,2.0,Record Inactivated.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
End of Treatment (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Follow-up (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Survival (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (2),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (2),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (2),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (2),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (3),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned Visit (4),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W10D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W10D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W10D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W10D1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
W13D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W16D1 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
W16D1 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
W16D1 (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
