QueryID,FieldOID,QueryStatus,MarkingGroup,OpenDate,ResponseDate,trace_id
Query_21_0,PRTORGVN,Answered,Site from Data Manager,2025-10-01,2025-10-21,45c2eb5de2cc21ed21d6c99e28b450c4448b2b4d5bbeff0f7d56cb438d43891a
Query_21_1,VSRESN,Answered,Site from Data Manager,2025-09-30,2025-10-21,fba95a257ae502c9adf0eb89603d26d9d9916fb09a4f5a53610946ee12354b6c
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-30,0715f1fcd1695a7ec710516a7b5788ce911e4135829d698d551f0d9c99f295f6
Query_21_1,AETERM,Answered,Site from Medical Review,2025-10-20,2025-10-30,901c2f7a0f4b92fa1fe517ce04a8c74a1d20dc3e5b32a6771fdacda2882537a3
Query_21_1,AEENDAT,Answered,Site from Medical Review,2025-10-20,2025-10-30,d928cc441a9c7571919d854441dc24c85358a3847c773ed031459c3c15d6d238
Query_21_1,AEOUT,Answered,Site from Medical Review,2025-10-20,2025-10-30,9a0a4ffa224c7a8d34fc02bcf49d139c465e04a9989ae05e44c4007ce8ef9eb5
Query_21_2,AETERM,Answered,Site from Data Manager,2025-10-29,2025-11-05,e7b47833fb5d24edd23010a55e356d9df0729de5fafa7578a988ab17fe8d9778
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-06,eb980a78277bc9ff61cd5440e3078ca01626f6a3fa61803ec0d89d9d152ac778
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-06,c830a817b6cab729bfb51e67f21932f62bf9a80d524c56d95c7ca74a048963b8
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-06,7fffb0ab3486c79e85ba63f947a0ca0419ff19847788665204c93b9ea5aa4996
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-06,309297a5f713a7cf99a1080ddbeec3491b898634d16f4d3c171b67d37880a628
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-06,fdce45b46531beb1ded7e7d3c66c6399d7e51e042b64720e37d8a148695af15e
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-22,2025-10-01,c6d580da45267300b33a352733239cecb1078fca131507b355306b2524d0f64c
Query_21_2,SAEID,Answered,Site from Clinical Review,2025-09-22,2025-10-02,39563bf7d959e7acae28e53fd8dbc3884151216c79e9b77c18fe43be02fac603
Query_21_1,TST_NAME,Answered,Site from Safety,2025-11-10,2025-11-10,d2ed214fabb28e51fe9b899d7928460fa6a02c349c5e35095c54d39281d86f18
Query_21_1,SAE_ENDT,Answered,Site from Safety,2025-11-10,2025-11-10,6b2f762eb7f61dc7d1151cabc941ec7231a0aafb631c2b7e92aea130a2d95e67
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-30,2025-10-02,1f3e4d25d01b14ab9c24bfc5f1d5379f0605250c61ec23598b27e2baefe022ba
Query_21_0,VETERM,Answered,Site from System,2025-10-22,2025-10-22,51dd98ccf7835162ba34268ad0655a86140d8f43109749dc8ffdb0fcdc0b781d
Query_21_2,CEREFID,Answered,Site from Clinical Review,2025-09-22,2025-10-02,673f55f5b1a9ce0d87dca2d6e3efb1681770f09ab262c90de199d79b4cf363eb
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-10,2025-10-01,6e10e89159fa83a884e5f6f15f087a0847c2ac8cc528d9b8b42c0dfd8945a9da
Query_21_0,PRYN,Answered,Site from Data Manager,2025-10-01,2025-10-08,7c43b8f7897da8b09388edae55fcc794e5007d5162e223508e7a5bef6b3b94c7
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-10,2025-10-02,f5f23b300498b1470ac33b6cb40f1bf77c147479ac4e1afb7c0e4819345b586e
Query_21_1,AECONTRT,Answered,Site from Data Manager,2025-10-06,2025-10-30,8ebceb6e37eac41536e4acce79c027525bed8cced4509af157a5547f16a69ac5
Query_21_0,SSTAT,Answered,Site from Data Manager,2025-11-04,2025-11-10,7048f9cc0d5fdd2551cf3e9b816657ca1f8776f0007f038c815c1e1176b700cf
Query_21_0,VEOCCUR,Answered,Site from System,2025-10-30,2025-10-30,1041bff793c4d939ea86b0091e9d58b21da744fecdd35dd9d4c4e9038fe9c45f
Query_21_1,DSDECOD,Answered,Site from System,2025-11-10,2025-11-10,1faa145ed1db7dc76b6ba594554bcc2f63862e2687c064dd01f7833d1bdeafd7
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-10,2025-10-02,3fdac1ea9181c960d5821aeec4722112e45f3bbca668f6f46c5cb01cac7a3df3
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-10,2025-10-02,0904b675e629c4ccc1e4d6b3b7ed4854839b18eb25bb327adc08fb6b97065af4
Query_21_6,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-30,2649a0cd3d1d83cc7c8af603ea40b6d358c62be8649c9e8725243e564a15251c
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-30,44f3fd5e029bba2f873fcb79a064da97ee56493b3c9e9dbcb99617f9330acc8d
Query_21_1,AETERM,Answered,Site from Clinical Review,2025-10-22,2025-10-24,f05f3c3eb26be06482bab4b68ca4b8bc3ea10572242b7c3d86df80139c5ddcad
Query_21_6,AETERM,Answered,Site from System,2025-11-10,2025-11-10,a54f171a0ddf533f4e27945b36b7d6e8d74e226eb4c969d3f34ebf7b171fa9ad
Query_21_6,AETERM,Answered,Site from System,2025-11-10,2025-11-10,d1a8f00a2d42f4e6ecfcdf5fce9e4876c53aaba1a74996d177a16e56cd96562a
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-21,48605b7dc6b56514a8bbb349eac6d281d4d3f591bc55ff7aa16121189a360d8a
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-10,4857c532987569f492ecea24d45d1928ef7c758ef4646d1ba37af5a4706f4b76
Query_21_0,SSTAT,Answered,Site from Data Manager,2025-11-07,2025-11-10,b47d9c8fa67ed091a34a06740efc27996fdbd729319091fc15be4107b50a7ac8
Query_21_2,PRTRT,Answered,Site from Data Manager,2025-11-07,2025-11-10,ea10c15d2951c70a74cafb687ffa8fd2fc4d95bd3a0826c22f4b42ca2543cd31
Query_21_2,AETERM,Answered,Site from Clinical Review,2025-10-13,2025-10-17,7885707349d48741dc760f73b55e9fd5a26d23e0b44df7722c34b499f78cbf5a
Query_21_1,AECONTRT,Answered,Site from System,2025-11-07,2025-11-07,10544b819b4ac764faa55c29725381dd3cb6d2bea348522ed9831692e64116db
Query_21_1,FARESCD_17_3,Answered,Site from Clinical Review,2025-10-17,2025-10-31,08d9bc60e4b10e91a70fbad49bdc870a11ab703f7a9904ea6aed19e9bed02a08
Query_21_6,AESER,Answered,Site from Clinical Review,2025-10-27,2025-10-30,96dd2864fc16775d28d85640803d5498f8759d56d8548255d7e3c9398102e5ad
Query_21_6,AESER,Answered,Site from System,2025-10-30,2025-10-30,2a3badc39e62275cc0c055e34886d71cb3246d02a1e7460d78cb944cfacc4baf
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-10-28,db15f74d74d28bbcc129a7136b41574fa73c3cf598ac1728ab950d0e8b4d3f9c
Query_21_1,DVSTDAT,Answered,Site from Clinical Review,2025-10-08,2025-10-13,8be73cdb857ba31863b8740a1ffe1937db6b4251b71967653f479d43fd33715b
Query_21_1,AEOUT,Answered,Site from Data Manager,2025-11-05,2025-11-10,bf699019377c677f3ddd6c2a49bed3bbfebe2e49a8840818b4dc500f00fa7f48
Query_21_2,FARESCD_19_5,Answered,Site from Clinical Review,2025-10-16,2025-10-27,bf3a16b6093a268d41caf7b6d5e1b4d5432cec7db42f3cce868303479cc03baa
Query_21_0,SSTAT,Answered,Site from Data Manager,2025-11-07,2025-11-10,a416b0929feb1f7badfeee021f427dfc6246b17dcd10579969a9b2e15efad761
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-11-03,e41c887b691fa38d99ae51c824c50ad0b34be97dd67f492031acbc46404b8fd6
Query_21_0,VETERM,Answered,Site from Data Manager,2025-10-27,2025-10-30,edb35e9b5a2f4dd89d9f36608330001eb6db06f01ba83de4b6c2ffc0e9fc393b
Query_21_4,CMENDAT,Answered,Site from Data Manager,2025-10-23,2025-10-30,c24472ac7a5147893ea37cf2b51505ad6e5b16ed326b9e6d02953680be8f05a2
Query_21_6,AEENDPYN,Answered,Site from Clinical Review,2025-10-28,2025-10-30,0ab1ed03d629e79df1170204d35e88166bfabf7e28b28279f85185fe035f1f12
Query_21_0,VEOCCUR,Answered,Site from System,2025-10-30,2025-10-30,7194330d97739bc6b2a69ccbbaea7530076b4c9c6408ede6f99cb88c0d684a06
Query_21_3,CEREFID,Answered,Site from Clinical Review,2025-11-06,2025-11-07,d09007a8d7829395ec19e06629e7db6cafe48a5a1b07cf88360e05404b63015c
Query_21_4,CEREFID,Answered,Site from Clinical Review,2025-11-06,2025-11-07,ee9964157262d3e5ef0461c1f107072b5250bceac9f18975f73fc48533465162
Query_21_2,DSSTDAT,Answered,Site from Data Manager,2025-09-02,2025-10-15,c833f78676215b1ac144b13c08c7ae7dc4733736ca48b1650f5a4db61836f142
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-10-28,b1aa3868b7be636ab4fcb5f18ae365814eaba33b63d0ad10d3599075eff5a399
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,fcc43549fb7c206dc54796d040d525854193692248c4dab1afc886b4b643ec2c
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,32a48394ca840d80429cd44cea9b19d767a5cea1c999ca894f65d8c87206665e
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,888b7c50ed9c6f7048920d07193185ec746bff87fbe2f739e2cd0b1a015b86f3
Query_21_0,INV_RTNL,Answered,Site from Field Monitor,2025-10-15,2025-10-15,8fd088fae0c7b7766220106ed2a8d17f59164331a2a6e8de9a7fc209f3312f56
Query_21_0,INV_RTNL,Answered,Site from Field Monitor,2025-10-15,2025-10-15,df85f0409d8d503e9737a01b9f2b94caca6ce1ef46fa1069f1dc89cb99af9979
Query_21_4,AETERM,Answered,Site from Clinical Review,2025-10-27,2025-11-05,809d15a9c0f3c2bb668fb3196f9bb3fcd767c7cf3b076cf5d4981299f2f25ec8
Query_21_0,LLTDTRT1,Answered,Site from Field Monitor,2025-10-15,2025-10-15,8e38eb61513c4f7fa004b7a5878f6b3f7e37a7ce15cb827c02d101616c5cfe94
Query_21_0,PRYN,Answered,Site from System,2025-11-05,2025-11-05,c907d28a17ab30e05c089b5169609d69a8a4d6d28da7d11aff1cd51fa2f5edea
Query_21_0,FAORRESU_1,Answered,Site from Clinical Review,2025-10-03,2025-10-29,cf761d2133b5126d33fbadf5bf86aca5eac5e38fcf3a06c36d8c3dd1a7016470
Query_21_0,FAORRESU_4,Answered,Site from Clinical Review,2025-10-03,2025-10-29,201068f7febe966287d4b6eea41caaec336bbb97bdae656ff66d57928a1849ae
Query_21_5,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-29,72135b65785326fdd3d617820a6d824b8377726b530d61ca01b51f844b589320
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-05,7fb2bf416b1cb86f8e2fba67a71509219f3dbe54e2ee4d940926d9981a8f8709
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-05,330a6873f21ccb354de3a1300b5c6860c4346889ae3b47f96db8f5d5d608b088
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-29,88dec709879fb4b793c6d145fe7f9ea440fe853f9d6254c0e95791c6973a78e0
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,9c181e7c2f57cce9ca9d902f4eb39cb8765571fdba8382f8fa75601153ac58bb
Query_21_2,AETERM,Answered,Site from Clinical Review,2025-10-06,2025-11-07,3a292386e5f184ac7b1341d297383ff5882c31a6bba3bcd3d722ad725e634209
Query_21_0,VEOCCUR,Answered,Site from System,2025-11-07,2025-11-07,a27973c1e960f7f9bf6b1533abfcd4c594e15fd46c3f7d3129ea3cdb2820c362
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-11-07,3112bade70dd09ed0b9cddbe97780d139e6b7d9e330a52b20f52d64a17054ebd
Query_21_3,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-11-07,302c680e1f276545e0493be65b7db0481f14662d008637a518557be948c37811
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,8db2d4aad960e7360701d599ae3eb8be6c0a2b546fe2e70ef7e1775e7fd5e895
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,719bded932514c7801dfb25ffc0dbf6d189b8f2ea550bb6cefcf1fc2001d437b
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,29e1c931cbaacbbf65d8fa921b7b266d9f5b02bc74c16429118384b8f52257f2
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-10,b7a4f1b479ce8953eb4fa6dabaee24cc44525720ac8f7469683c9827e41aa40f
Query_21_0,VEOCCUR,Answered,Site from System,2025-11-06,2025-11-06,f7c364dcc6f88735c40ab8bfedceff4184dd77322f8a1e0fabfae7913d7c0c74
Query_21_1,AEENDAT,Answered,Site from Data Manager,2025-10-28,2025-11-04,9f7d4539d80461ab4084cc5fb526c38b0206d2d2688e4dc20bb00449a8863efb
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-30,2025-10-07,baf1bc1be34a279ccd7f34973b70db0963af0357baba97c9a2d5a153b35799fe
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-30,2025-10-07,048ad2f2a63a99d1cd732f96c68475b46effe653a51f49d67a4c0d0b3db311b0
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-09-30,2025-10-07,13019de12f86ea1a3375a566af908e737cd26746f41b404895413fc3ec414a2e
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-10,f0cf7fe2dd1498e805997e24b57a8272cf3aac6da9ce4c9582c969edbed6d58e
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-10,b7418cd98e988834516c19a11bbac5b735038db847160d41f7aeb82d7a24a898
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-10,65130fc0f7536b2b115daaddbdeea3ca256448cc453729f77d1f0ca6e851b730
Query_21_6,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-11-05,619a2fd89b7336837bde9123aaae4f57a31c30977c6d5bac9773ed3ca6de66b5
Query_21_0,INV_RTNL,Answered,Site from Safety,2025-11-07,2025-11-10,c6f147122a03a0983577fb0b8a3f69ef6e0dafd5d61bfc5d68866b2d806bca21
Query_21_1,ASSTIME,Answered,Site from Data Manager,2025-10-28,2025-11-03,051868af190e4b9ce68aa3b4598a39d388560ebe610444db62670c7c9fec8b68
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-14,2025-10-29,f48fd47fc98d0197540433096d40ae45ef1eeeff699bea3373758549172c5b1a
Query_21_4,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-29,506290064001c6b0ce9379b6d717af55443352cfd533db25da81590135639676
Query_21_8,CMSTDAT,Answered,Site from Data Manager,2024-08-28,2025-10-15,6a5a8c1af7e116fac1337f5dc5aca22f62954acad068c70a8f406beb9d941cb4
Query_21_2,PRINDSP,Answered,Site from System,2025-10-29,2025-10-29,d7e2b7685b3f47019ba87151d74cca7c53627bc4262899ecb5e5a34a9b5550bf
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-28,cc4fca84e0a9dc6ace18f630cb804d194cf7ec04220b9d8ea15790c445d0982f
Query_21_2,DECSYDC,Answered,Site from Clinical Review,2025-10-13,2025-10-13,706de7187c254f224093496494c15987e8ddf20bc66a91e2d55425babe7568cd
Query_21_2,FARESCD_17_3,Answered,Site from Clinical Review,2025-10-03,2025-10-09,d9ceecd1cb1895e97fedd45f0382e76d4d151ef703943fe30c4738cba886d034
Query_21_18,AEENDPYN,Answered,Site from Clinical Review,2025-11-07,2025-11-09,93bab1fd70fa0c56ff50a30b993fa5ba5b8de2c133a4a3ddced4c7d84a183488
Query_21_19,AEENDPYN,Answered,Site from Clinical Review,2025-11-07,2025-11-09,93dedece435d8cce7246e732444046eed82bccf52fac413ce642100504eef07e
Query_21_0,SSTAT,Answered,Site from Clinical Review,2025-10-21,2025-10-23,576cd1e797671d82c29fed498fd4823a74c9873199f55bf2060f99a199d57a59
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-31,cd9cb64f8efac42823f5c29d057b26bb36e3854628e9f44e2d7f5bb7d860e327
Query_21_14,AESER,Answered,Site from Clinical Review,2025-10-28,2025-11-05,dfe293c13bff0df5a72d7cab5cbd164e941c680833c540e1b00e998756df3b36
Query_21_4,AEENDPYN,Answered,Site from Clinical Review,2025-10-24,2025-10-29,6523117e8f492c540b17b6021773507b7f4c6a0db49e43f5572f3eb75b8f903c
Query_21_0,SSTAT,Answered,Site from Data Manager,2025-10-28,2025-10-29,2c78f66d93b2fb3dc7ac6d76307e465450ba813feb2d02476d189af8b1c00f04
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-06,fe6fc434142fc8cf60c91371c7b1e600d7f830c540df896cf593038c25da2bad
Query_21_2,AECONTRT,Answered,Site from Data Manager,2025-10-29,2025-11-05,f1159250689219d31a89b850c1942b3dd6e126d457fca764be583d12ff11afa9
Query_21_0,AEYN,Answered,Site from System,2025-10-28,2025-11-04,e82f8cfee9a36a5403e39c762112c03c1ee857bc920fd36ba2e6bb2b6408ddb8
Query_21_1,AETERM,Answered,Site from Clinical Review,2025-08-12,2025-11-04,fd873a619c88065c42d4492c44cf89ef892e87eb855f0fa3d649529b5341772e
Query_21_137,CMSTDAT,Answered,Site from Data Manager,2024-03-13,2024-03-25,a2be2ffbb3d996e002daea1a544d0812a5db4c12671acc578a5d343aba31ed2b
Query_21_82,CMTRT,Answered,Site from Clinical Review,2024-07-01,2024-08-09,4d4d359a24c8b1502248d787a047ace49626ea2e05fd0b838055c03cadf8da96
Query_21_0,INV_RTNL,Answered,Site from Safety,2025-06-03,2025-09-26,3d0a238eb9bc02fd45798ab96a2a8ee7f2f7c35b1e00260965e16ab68d82fc59
Query_21_1,AESER,Answered,Site from Clinical Review,2025-10-28,2025-10-29,b5e2bcaec1e82c1befd194a0d2f0b32d9379f7fb40f1950343bde072daec4c51
Query_21_3,MHONGO,Answered,Site from Clinical Review,2025-10-23,2025-11-07,77cb6321d7175da0f85e2bd8837510ac24bd2f3c7d24bb594a2661f7e691d0cf
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-23,d75b136ef8462af5dfac5993968232d319c7a7a50002a2ef95aff6c044e7cbb5
Query_21_1,ECSTDAT,Answered,Site from System,2025-11-05,2025-11-05,507f17e03abf01848c247368821e72b3ed7bfb642bea89e4baea4a1267bcd702
Query_21_5,MHONGO,Answered,Site from Clinical Review,2025-10-23,2025-10-23,bca6fd8b53972521fb32e247e5c64076ecb5ca94d76c9d239770deb3210c37a2
Query_21_3,MHONGO,Answered,Site from Clinical Review,2025-10-23,2025-10-23,06bb1b11af65fe0bf5b1e1fec9076b319dafc9cff59d4e2ad08369ccfa5ef7a6
Query_21_3,MHONGO,Answered,Site from Clinical Review,2025-10-23,2025-10-23,2632d293026e4dd65681db7c88c744c36488c75cfc3dfd660145eceb1692d877
Query_21_1,DVSHDESC,Answered,FM from Clinical Review,2025-11-03,2025-11-05,eed030ccbceb174a9ca0762863f5d3495a828e0801cd1a157f0b71a3fbbdf404
Query_21_0,VEOCCUR,Answered,Site from System,2025-10-31,2025-10-31,548e529fdea396215660e965409b8d3d9c1d36f0733ec526231aa931886f018b
Query_21_28,CMENDAT,Answered,Site from System,2025-11-05,2025-11-06,0987b50ffcd74258d4651585e39dcfeaad46936a1af8ec252cbfd0f92705f837
Query_21_32,CMINDRV2,Answered,Site from Data Manager,2025-10-16,2025-10-30,b63a55bd72d39b032a281cce4c18f70526883b8941ab1f613a762fc48a911fd9
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-23,31dde0791f367c59d7cb75f330995a12a48d368d1db572791ed709fcc96ff06e
Query_21_5,AEENDPYN,Answered,Site from Clinical Review,2025-10-21,2025-11-10,1888760ad0500ee85cb1357308f1036c2243b4579d8fc5af8ac94eee413bea53
Query_21_2,AETERM,Answered,Site from Clinical Review,2025-10-28,2025-10-28,0f7873c69fc25ce50746c3eb08f5271da88e21776cab062607f0251d1cd7a56a
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-07,2cbf6ff30e70744b91551e742471b0ce554eefeeb2014e2295e73aa59b6cad81
Query_21_10,CMSTDAT,Answered,Site from System,2025-11-05,2025-11-05,cac53a5a88b330e70b24fe3364639efc31e3e0b6295982ce34afc23449d32790
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-05,90d9db7cff5eb96f35b64e9947972cd123d2cf1079c247584f450fc7766b8aec
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-11-04,b36bab13ffdf47648ce855ebfe0689dc261f73e89cadce085b7b2e08d11de971
Query_21_1,AETERM,Answered,Site from Clinical Review,2025-11-03,2025-11-06,424b2c41e2f5c73ef843f7552969597c410cbfb53a34e2e6b460a5228b708718
Query_21_0,FADAT_2,Answered,Site from Field Monitor,2025-10-30,2025-10-31,95c598d2636e0efd8fd6967519288590d6c6b8af64e7616a437659b276f186c1
Query_21_1,CEREFID,Answered,Site from Field Monitor,2025-10-29,2025-11-06,cf910c5346e848fbc208922d7f12bcb44e49119773c859d3e672163e1560d3f9
Query_21_0,INVDT,Answered,Site from Field Monitor,2025-10-29,2025-10-31,615186c6a6e4d82cdd22bf478cb8470ec92d74d27812e41ec8b77cf201e27f85
Query_21_8,CMTRT,Answered,Site from Data Manager,2025-10-14,2025-10-29,c6536ac0adca661863507f68bf36c9ec0cf76af5f726d75443dcb8da40fdd232
Query_21_0,CMYN,Answered,Site from Clinical Review,2025-10-21,2025-10-22,9fe765a03c5cda553d86fd7e4e8318b97fc4eba2ff72121d6ecc922714b791ca
Query_21_17,CMSTDAT,Answered,Site from System,2025-11-05,2025-11-05,d2234067ea279a7dd86f9936b694faa53d81bb25084c66d4e743b8ee1148f463
Query_21_14,CMSTDAT,Answered,Site from System,2025-10-31,2025-11-04,795de0ed3e7721efea89b6403bb0ec65eea009932d0ad806a3d7d0f0a65f4fc8
Query_21_3,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-11-03,e0e4918cb382bf815b04dcc3a217de8a7fa2ab3a7bdbd9e277878f91f128c92b
Query_21_1,CMENDAT,Answered,Site from System,2025-10-29,2025-10-29,b96b52607c5b39b8741960e4a7e8e4b5b0dba19b4c7317454338cd2c4003f291
Query_21_0,SVSTDT,Answered,Site from Data Manager,2025-11-05,2025-11-05,a96f39847c368bb67662e4eaf46ee1ee79598860a7665b07d1b0411dabc40d83
Query_21_3,AETERM,Answered,Site from Clinical Review,2025-10-22,2025-11-05,bc658c695b8ba256bf1a22eebad86522723a060157a75603acb6afaa901137c5
Query_21_2,MHONGO,Answered,Site from Clinical Review,2025-10-23,2025-10-29,8ef48a0bbfdfe232ef219fefdd6d6c4cced18caa851e016882bf36de0dda617e
Query_21_1,AESTDAT,Answered,Site from Medical Review,2025-10-21,2025-10-23,dfb57a8df053aac12bffff7451c4bce21343149d8d3a1712695eae79416bb150
Query_21_1,ASSTIME,Answered,Site from Data Manager,2025-10-28,2025-10-30,65e0a27df2081f5ac1abdbb6b300ae041ca7b045f7f7d332d272e6c6f421a1ad
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-30,1b93d7914cf9bc3db7300d25991c2f3d76986e22241254bfd7ca1ed3b907b587
Query_21_1,AETERM,Answered,Site from Data Manager,2025-11-10,2025-11-10,4d255a60e2d919867b712e69137c0b106815673c1aa439058eafeed1d45f18a8
Query_21_0,CMYN,Answered,Site from Field Monitor,2025-11-03,2025-11-04,e3ce64086ddbf4bd05f508460cd7d5e11154da7fd02858f3559483e51308da48
Query_21_0,SSTAT,Answered,Site from Field Monitor,2025-11-03,2025-11-04,d5401a0c426226e921372389c70636fba8b9d6910bc24d82b506d7bca0136cfd
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-24,89842b30e9f8cfc704797cfddceed2ed5d72a01efc7945ed55d85df019f7e52b
Query_21_0,DDRESC_2,Answered,Site from Data Manager,2025-11-01,2025-11-03,cf8b0894a35a8d752836593d95bdc9baf802f86bd12fe15d7b917d8ffe0fc28a
Query_21_0,SVSTDT,Answered,Site from Field Monitor,2025-11-05,2025-11-06,1da7642f56717c2edc04fbc7cfe5e431199a6990fee9a68bc72606ea4a37e55d
Query_21_2,AECONTRT,Answered,Site from Data Manager,2025-10-09,2025-11-10,affb61fe4f916e78755b7bf51733fa098681b5b886366dd1ee169f413c846746
Query_21_6,AEENDPYN,Answered,Site from Clinical Review,2025-10-03,2025-10-07,e5a5df1f43d32ee23a98ad2de7f9cf07ad8617bb304bfc87222386c20bc21d8b
Query_21_0,INVDT,Answered,Site from Field Monitor,2025-11-06,2025-11-10,162725da5350fca676959c0acf950ed636e60d43a44d86e4a7de6e94a4eccf5b
Query_21_5,CMINDSP,Answered,Site from Field Monitor,2025-11-06,2025-11-10,8607e1256c3db1b003f946930898ed82ca825274caa282c76f37548f697b3ed0
Query_21_4,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-22,e744181764de1c4de389f21b89b05a8f073b6b5cccdca06d630de59360ee1774
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-23,202edf07a29016c4a636ea4b472bcccb6a1b2f6f4b77ba4508411229267d14a1
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-23,b70430ee3ce30b062e16652fbaf454af3b717011a1f41db2a96e151f586a5693
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-23,e3b2e4395f4a6dd03bcf8e48a4cf5871874ee4c1a23450b77042e74d5eac8913
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-22,2025-10-23,31b329c4365c64580009f7177628fe2d25acd5732504650198501346b53f64a5
Query_21_1,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-10-30,ff4fc884e6def395627d3d407c079eb11acedd9dc2fa8c8cce84213c55884378
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-28,2025-10-30,ad4cf58c2b6f18f4dc0368fd31688941991b4fac9a81a6b7df0d39c278c69207
Query_21_0,INV_RTNL,Answered,Site from Safety,2025-11-06,2025-11-10,e5ecff6c185f1ed5f86b4b18a067cbd185994152e89ead5de61a20e08f375acd
Query_21_2,DSDECOD,Answered,Site from Clinical Review,2025-10-21,2025-10-23,3faff08452bae7af243114f5649c3cd54da10b7e7cbbdeb014241a1098adfb01
Query_21_2,AECONTRT,Answered,Site from Data Manager,2025-11-03,2025-11-10,4642e38bf8e6f7312180fb752fbf119fc34b424de5e78898935e901ea4f8863d
Query_21_2,AEACN,Answered,Site from Clinical Review,2025-10-17,2025-10-17,e6cb5448924c5def3029b6e810df12535059fa2552dcd33e6cd587ab67f52d88
Query_21_1,DSDECOD,Answered,Site from Data Manager,2025-11-03,2025-11-05,a710dcb437e76f9b229d2bf8a3e164e397d0d3897a2824b39d479ee4e83c98b3
